"player","Opponent","location","Date","gs","min","fg","fg_att","fg_pct","threes","threes_att","threes_pct","ft","ft_att","ft_pct","off","def","tot","reb_avg","pf","fo","ast","turn_overs","blk","stl","pts","avg","Rdate","Season"
"BILBO-Paul","SETON HILL","home","11/20/13","no",14,0,0,0,0,0,0,2,6,0.333,1,3,4,1.7,5,1,1,1,2,0,2,1.3,2013-11-20,"2013-2014"
"DAILEY-Callon","SETON HILL","home","11/20/13","yes",30,0,4,0,0,2,0,2,2,1,2,1,3,4,3,0,0,0,0,0,2,8.3,2013-11-20,"2013-2014"
"EWING-James","SETON HILL","home","11/20/13","no",13,0,1,0,0,0,0,1,2,0.5,0,1,1,3,2,0,1,1,0,0,1,6,2013-11-20,"2013-2014"
"HALE-H'ian","SETON HILL","home","11/20/13","yes",24,1,3,0.333,0,0,0,6,7,0.857,1,2,3,1.7,3,0,0,3,0,6,8,6.7,2013-11-20,"2013-2014"
"HOYING-Andy","SETON HILL","home","11/20/13","yes",17,0,2,0,0,0,0,2,2,1,0,1,1,3.7,5,1,0,3,0,0,2,4.3,2013-11-20,"2013-2014"
"LYTLE-Anthony","SETON HILL","home","11/20/13","no",13,6,7,0.857,1,1,1,4,5,0.8,3,0,3,5,1,0,0,0,1,0,17,9.3,2013-11-20,"2013-2014"
"ONANA-Jean","SETON HILL","home","11/20/13","yes",33,9,14,0.643,4,5,0.8,7,9,0.778,1,0,1,0.7,1,0,0,2,0,3,29,11,2013-11-20,"2013-2014"
"OUEGNIN-Jonathan","SETON HILL","home","11/20/13","yes",26,4,8,0.5,2,2,1,2,2,1,0,6,6,4.7,5,1,3,2,0,3,12,13.7,2013-11-20,"2013-2014"
"SAMUELSON-Beau","SETON HILL","home","11/20/13","no",5,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2,0,0,2,0,0,0,0,2013-11-20,"2013-2014"
"WILLIAMS-Greg","SETON HILL","home","11/20/13","no",25,2,7,0.286,0,2,0,2,2,1,1,2,3,4,2,0,2,0,0,0,6,8.7,2013-11-20,"2013-2014"
"BEINS-Sean","at Daemen","away","11/23/13","no",11,3,6,0.5,0,0,0,1,2,0.5,2,1,3,3.5,3,0,0,1,0,0,7,3.5,2013-11-23,"2013-2014"
"BILBO-Paul","at Daemen","away","11/23/13","yes",15,3,10,0.3,0,0,0,2,5,0.4,3,3,6,2.8,3,0,0,0,2,0,8,3,2013-11-23,"2013-2014"
"DAILEY-Callon","at Daemen","away","11/23/13","no",19,3,8,0.375,0,1,0,0,0,0,3,1,4,4,4,0,0,0,0,0,6,7.8,2013-11-23,"2013-2014"
"EWING-James","at Daemen","away","11/23/13","no",15,1,6,0.167,0,0,0,4,6,0.667,2,2,4,3.3,3,0,3,3,0,1,6,6,2013-11-23,"2013-2014"
"HALE-H'ian","at Daemen","away","11/23/13","yes",27,2,5,0.4,0,1,0,0,0,0,2,0,2,1.8,3,0,4,2,0,2,4,6,2013-11-23,"2013-2014"
"HOYING-Andy","at Daemen","away","11/23/13","yes",30,5,7,0.714,1,2,0.5,2,4,0.5,3,2,5,4,5,1,1,0,0,0,13,6.5,2013-11-23,"2013-2014"
"ONANA-Jean","at Daemen","away","11/23/13","yes",33,4,15,0.267,3,7,0.429,0,0,0,2,1,3,1.3,4,0,0,3,0,4,11,11,2013-11-23,"2013-2014"
"OUEGNIN-Jonathan","at Daemen","away","11/23/13","yes",35,4,9,0.444,0,0,0,0,2,0,2,6,8,5.5,2,0,7,1,0,2,8,12.3,2013-11-23,"2013-2014"
"SAMUELSON-Beau","at Daemen","away","11/23/13","no",5,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,2013-11-23,"2013-2014"
"WILLIAMS-Greg","at Daemen","away","11/23/13","no",10,0,1,0,0,1,0,0,0,0,0,1,1,3.3,0,0,1,0,0,0,0,6.5,2013-11-23,"2013-2014"
"BEINS-Sean","URBANA","home","11/30/13","no",10,4,6,0.667,0,1,0,0,0,0,1,1,2,3,0,0,2,0,1,0,8,5,2013-11-30,"2013-2014"
"BILBO-Paul","URBANA","home","11/30/13","no",0,0,0,0,0,0,0,0,0,0,1,0,1,2.4,0,0,0,0,0,0,0,2.4,2013-11-30,"2013-2014"
"DAGG-Kevin","URBANA","home","11/30/13","no",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013-11-30,"2013-2014"
"DAILEY-Callon","URBANA","home","11/30/13","yes",32,5,7,0.714,2,2,1,3,3,1,3,2,5,4.2,2,0,1,1,0,1,15,9.2,2013-11-30,"2013-2014"
"EWING-James","URBANA","home","11/30/13","no",16,4,6,0.667,0,0,0,3,6,0.5,2,7,9,4.4,1,0,2,1,1,0,11,7,2013-11-30,"2013-2014"
"HALE-H'ian","URBANA","home","11/30/13","yes",18,1,4,0.25,0,1,0,2,2,1,1,1,2,1.8,1,0,2,1,0,1,4,5.6,2013-11-30,"2013-2014"
"HOYING-Andy","URBANA","home","11/30/13","yes",24,1,4,0.25,0,1,0,0,0,0,1,6,7,4.6,2,0,0,0,0,0,2,5.6,2013-11-30,"2013-2014"
"MOYER-Danny","URBANA","home","11/30/13","no",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013-11-30,"2013-2014"
"ONANA-Jean","URBANA","home","11/30/13","yes",30,3,9,0.333,2,6,0.333,0,1,0,0,4,4,1.8,1,0,1,2,0,0,8,10.4,2013-11-30,"2013-2014"
"OUEGNIN-Jonathan","URBANA","home","11/30/13","yes",28,3,4,0.75,1,1,1,2,6,0.333,0,4,4,5.2,2,0,1,1,2,2,9,11.6,2013-11-30,"2013-2014"
"SAMUELSON-Beau","URBANA","home","11/30/13","no",15,4,8,0.5,4,5,0.8,2,3,0.667,2,0,2,0.6,1,0,2,1,0,0,14,2.8,2013-11-30,"2013-2014"
"SPODEN-Bobby","URBANA","home","11/30/13","no",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-11-30,"2013-2014"
"WILLIAMS-Greg","URBANA","home","11/30/13","no",22,3,5,0.6,0,2,0,0,0,0,1,2,3,3.2,1,0,0,0,0,0,6,6.4,2013-11-30,"2013-2014"
"BEINS-Sean","CALIFORNIA","home","12/04/13","no",3,0,0,0,0,0,0,0,0,0,1,0,1,2.5,0,0,0,0,0,0,0,3.8,2013-12-04,"2013-2014"
"BILBO-Paul","CALIFORNIA","home","12/04/13","no",7,1,4,0.25,0,0,0,0,2,0,2,0,2,2.3,2,0,1,1,0,0,2,2.3,2013-12-04,"2013-2014"
"DAILEY-Callon","CALIFORNIA","home","12/04/13","yes",24,3,6,0.5,1,2,0.5,3,4,0.75,0,4,4,4.2,4,0,2,2,0,0,10,9.3,2013-12-04,"2013-2014"
"EWING-James","CALIFORNIA","home","12/04/13","yes",22,3,7,0.429,0,0,0,0,0,0,2,1,3,4.2,2,0,0,1,0,0,6,6.8,2013-12-04,"2013-2014"
"HALE-H'ian","CALIFORNIA","home","12/04/13","yes",25,0,2,0,0,1,0,1,2,0.5,2,0,2,1.8,4,0,4,1,0,0,1,4.8,2013-12-04,"2013-2014"
"HOYING-Andy","CALIFORNIA","home","12/04/13","yes",25,3,5,0.6,0,2,0,0,1,0,0,4,4,4.5,1,0,1,5,1,0,6,5.7,2013-12-04,"2013-2014"
"LYTLE-Anthony","CALIFORNIA","home","12/04/13","no",23,4,5,0.8,1,1,1,2,2,1,2,1,3,4.5,2,0,0,1,0,0,11,9.8,2013-12-04,"2013-2014"
"ONANA-Jean","CALIFORNIA","home","12/04/13","no",18,0,3,0,0,0,0,0,0,0,0,0,0,1.5,2,0,0,1,0,1,0,8.7,2013-12-04,"2013-2014"
"OUEGNIN-Jonathan","CALIFORNIA","home","12/04/13","yes",32,4,5,0.8,2,3,0.667,9,12,0.75,0,6,6,5.3,2,0,6,1,1,1,19,12.8,2013-12-04,"2013-2014"
"SAMUELSON-Beau","CALIFORNIA","home","12/04/13","no",1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,2.3,2013-12-04,"2013-2014"
"WILLIAMS-Greg","CALIFORNIA","home","12/04/13","no",20,3,6,0.5,3,4,0.75,0,0,0,0,3,3,3.2,1,0,0,0,0,0,9,6.8,2013-12-04,"2013-2014"
"BILBO-Paul","at Gannon University","away","12/7/13","no",19,3,3,1,0,0,0,0,0,0,0,3,3,2.4,1,0,0,0,3,1,6,2.9,2013-12-07,"2013-2014"
"DAILEY-Callon","at Gannon University","away","12/7/13","yes",23,3,11,0.273,2,6,0.333,0,0,0,1,2,3,4,2,0,1,2,0,0,8,9.1,2013-12-07,"2013-2014"
"EWING-James","at Gannon University","away","12/7/13","yes",11,2,4,0.5,0,0,0,0,2,0,1,2,3,4,2,0,0,0,0,0,4,6.4,2013-12-07,"2013-2014"
"HALE-H'ian","at Gannon University","away","12/7/13","yes",17,0,1,0,0,1,0,0,0,0,0,0,0,1.6,1,0,0,0,0,1,0,4.1,2013-12-07,"2013-2014"
"HOYING-Andy","at Gannon University","away","12/7/13","no",28,0,2,0,0,2,0,0,0,0,0,1,1,4,1,0,3,0,1,1,0,4.9,2013-12-07,"2013-2014"
"LYTLE-Anthony","at Gannon University","away","12/7/13","yes",22,6,7,0.857,0,0,0,0,1,0,2,0,2,4,2,0,0,0,0,0,12,10.2,2013-12-07,"2013-2014"
"ONANA-Jean","at Gannon University","away","12/7/13","no",24,5,9,0.556,3,6,0.5,4,4,1,0,2,2,1.6,3,0,0,4,0,1,17,9.9,2013-12-07,"2013-2014"
"OUEGNIN-Jonathan","at Gannon University","away","12/7/13","yes",33,1,5,0.2,0,1,0,5,6,0.833,0,7,7,5.6,1,0,8,4,1,4,7,12,2013-12-07,"2013-2014"
"WILLIAMS-Greg","at Gannon University","away","12/7/13","no",23,1,5,0.2,1,3,0.333,1,2,0.5,0,1,1,2.9,0,0,2,0,0,1,4,6.4,2013-12-07,"2013-2014"
"BILBO-Paul","LOCK HAVEN","home","12/17/13","yes",17,4,9,0.444,0,0,0,2,2,1,2,1,3,2.5,3,0,0,0,1,1,10,3.8,2013-12-17,"2013-2014"
"DAILEY-Callon","LOCK HAVEN","home","12/17/13","yes",32,1,7,0.143,0,0,0,2,3,0.667,1,2,3,3.9,1,0,0,1,1,1,4,8.5,2013-12-17,"2013-2014"
"EWING-James","LOCK HAVEN","home","12/17/13","no",22,2,5,0.4,0,0,0,0,0,0,3,1,4,4,2,0,1,2,1,1,4,6.1,2013-12-17,"2013-2014"
"HALE-H'ian","LOCK HAVEN","home","12/17/13","yes",25,0,3,0,0,2,0,3,4,0.75,0,1,1,1.5,2,0,1,1,0,2,3,4,2013-12-17,"2013-2014"
"HOYING-Andy","LOCK HAVEN","home","12/17/13","no",20,2,4,0.5,1,1,1,0,0,0,1,5,6,4.3,4,0,0,2,0,0,5,4.9,2013-12-17,"2013-2014"
"LYTLE-Anthony","LOCK HAVEN","home","12/17/13","yes",16,1,6,0.167,0,1,0,0,0,0,1,0,1,3.5,3,0,1,3,1,2,2,8.8,2013-12-17,"2013-2014"
"ONANA-Jean","LOCK HAVEN","home","12/17/13","no",19,3,7,0.429,2,4,0.5,1,1,1,2,0,2,1.6,1,0,0,1,0,1,9,9.8,2013-12-17,"2013-2014"
"OUEGNIN-Jonathan","LOCK HAVEN","home","12/17/13","yes",28,4,6,0.667,1,3,0.333,7,7,1,1,6,7,5.8,2,0,1,2,0,1,16,12.5,2013-12-17,"2013-2014"
"WILLIAMS-Greg","LOCK HAVEN","home","12/17/13","no",21,1,6,0.167,0,3,0,0,0,0,0,1,1,2.6,1,0,0,1,0,0,2,5.9,2013-12-17,"2013-2014"
"BILBO-Paul","BLOOMSBURG","home","12/18/13","yes",24,5,8,0.625,0,0,0,3,4,0.75,3,10,13,3.7,3,0,0,5,1,3,13,4.8,2013-12-18,"2013-2014"
"DAILEY-Callon","BLOOMSBURG","home","12/18/13","yes",37,5,10,0.5,1,1,1,3,4,0.75,2,1,3,3.8,1,0,2,1,1,1,14,9.1,2013-12-18,"2013-2014"
"EWING-James","BLOOMSBURG","home","12/18/13","no",5,0,1,0,0,0,0,0,0,0,0,1,1,3.7,4,0,1,1,0,0,0,5.4,2013-12-18,"2013-2014"
"HALE-H'ian","BLOOMSBURG","home","12/18/13","yes",17,1,1,1,1,1,1,4,5,0.8,0,0,0,1.3,4,0,1,4,0,0,7,4.3,2013-12-18,"2013-2014"
"HOYING-Andy","BLOOMSBURG","home","12/18/13","no",22,1,3,0.333,0,0,0,0,0,0,0,1,1,3.9,2,0,2,1,0,0,2,4.6,2013-12-18,"2013-2014"
"LYTLE-Anthony","BLOOMSBURG","home","12/18/13","yes",26,4,8,0.5,0,1,0,1,1,1,2,9,11,4.6,4,0,2,0,0,1,9,8.9,2013-12-18,"2013-2014"
"ONANA-Jean","BLOOMSBURG","home","12/18/13","yes",26,4,9,0.444,2,5,0.4,0,0,0,0,1,1,1.6,3,0,0,5,0,2,10,9.8,2013-12-18,"2013-2014"
"SAMUELSON-Beau","BLOOMSBURG","home","12/18/13","no",26,2,2,1,2,2,1,1,2,0.5,0,1,1,0.6,0,0,4,1,0,1,7,3,2013-12-18,"2013-2014"
"WILLIAMS-Greg","BLOOMSBURG","home","12/18/13","no",17,2,3,0.667,0,1,0,0,0,0,0,1,1,2.4,0,0,0,1,0,2,4,5.7,2013-12-18,"2013-2014"
"BILBO-Paul","at East Stroudsburg","away","12/21/13","yes",21,5,9,0.556,0,0,0,1,4,0.25,3,6,9,4.2,1,0,1,0,0,1,11,5.4,2013-12-21,"2013-2014"
"DAILEY-Callon","at East Stroudsburg","away","12/21/13","yes",31,2,6,0.333,0,0,0,2,2,1,3,3,6,4,0,0,1,1,4,2,6,8.8,2013-12-21,"2013-2014"
"EWING-James","at East Stroudsburg","away","12/21/13","no",13,2,4,0.5,0,0,0,0,0,0,1,4,5,3.8,2,0,0,0,1,0,4,5.3,2013-12-21,"2013-2014"
"HALE-H'ian","at East Stroudsburg","away","12/21/13","yes",23,0,2,0,0,1,0,3,4,0.75,0,3,3,1.5,2,0,2,1,0,0,3,4.2,2013-12-21,"2013-2014"
"HOYING-Andy","at East Stroudsburg","away","12/21/13","no",20,0,2,0,0,1,0,0,0,0,2,1,3,3.8,4,0,0,0,0,2,0,4.1,2013-12-21,"2013-2014"
"INGRAM-Terrence","at East Stroudsburg","away","12/21/13","no",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-12-21,"2013-2014"
"LYTLE-Anthony","at East Stroudsburg","away","12/21/13","yes",23,2,7,0.286,0,0,0,0,0,0,1,2,3,4.4,3,0,0,4,1,0,4,8.3,2013-12-21,"2013-2014"
"ONANA-Jean","at East Stroudsburg","away","12/21/13","no",24,6,17,0.353,1,8,0.125,2,2,1,2,1,3,1.7,3,0,1,1,0,2,15,10.3,2013-12-21,"2013-2014"
"OUEGNIN-Jonathan","at East Stroudsburg","away","12/21/13","yes",20,3,6,0.5,0,2,0,2,2,1,0,2,2,5.3,5,1,2,2,1,1,8,12,2013-12-21,"2013-2014"
"SAMUELSON-Beau","at East Stroudsburg","away","12/21/13","no",10,0,2,0,0,2,0,0,0,0,0,2,2,0.8,1,0,0,3,0,0,0,2.6,2013-12-21,"2013-2014"
"WILLIAMS-Greg","at East Stroudsburg","away","12/21/13","no",14,1,3,0.333,1,3,0.333,0,0,0,0,3,3,2.5,2,0,0,3,0,0,3,5.4,2013-12-21,"2013-2014"
"BILBO-Paul","at WEST CHESTER","away","01/03/14","yes",19,3,4,0.75,0,0,0,0,2,0,2,0,2,4,4,0,2,1,1,0,6,5.5,2014-01-03,"2013-2014"
"DAILEY-Callon","at WEST CHESTER","away","01/03/14","yes",18,1,6,0.167,1,3,0.333,5,5,1,1,1,2,3.8,5,1,2,0,0,0,8,8.7,2014-01-03,"2013-2014"
"EWING-James","at WEST CHESTER","away","01/03/14","no",18,2,3,0.667,0,0,0,3,6,0.5,0,4,4,3.8,3,0,1,1,1,2,7,5.5,2014-01-03,"2013-2014"
"HOYING-Andy","at WEST CHESTER","away","01/03/14","no",26,0,1,0,0,0,0,0,1,0,1,3,4,3.8,2,0,1,2,0,1,0,3.7,2014-01-03,"2013-2014"
"INGRAM-Terrence","at WEST CHESTER","away","01/03/14","no",11,2,3,0.667,0,0,0,0,0,0,0,1,1,0.5,1,0,1,1,0,0,4,2,2014-01-03,"2013-2014"
"LYTLE-Anthony","at WEST CHESTER","away","01/03/14","yes",17,5,8,0.625,0,0,0,1,5,0.2,0,4,4,4.3,4,0,2,2,0,0,11,8.6,2014-01-03,"2013-2014"
"ONANA-Jean","at WEST CHESTER","away","01/03/14","yes",26,2,6,0.333,0,3,0,1,2,0.5,0,2,2,1.7,4,0,2,3,0,2,5,9.8,2014-01-03,"2013-2014"
"OUEGNIN-Jonathan","at WEST CHESTER","away","01/03/14","yes",30,5,7,0.714,2,4,0.5,6,8,0.75,2,5,7,5.5,3,0,2,6,0,3,18,12.6,2014-01-03,"2013-2014"
"SAMUELSON-Beau","at WEST CHESTER","away","01/03/14","no",14,1,3,0.333,1,3,0.333,1,2,0.5,0,0,0,0.7,0,0,1,3,0,1,4,2.8,2014-01-03,"2013-2014"
"WILLIAMS-Greg","at WEST CHESTER","away","01/03/14","no",21,2,7,0.286,1,5,0.2,4,4,1,2,1,3,2.5,1,0,0,0,0,0,9,5.7,2014-01-03,"2013-2014"
"BILBO-Paul","at Cheyney","away","01/04/14","yes",25,3,4,0.75,0,0,0,2,3,0.667,1,2,3,3.9,3,0,0,0,0,0,8,5.7,2014-01-04,"2013-2014"
"DAILEY-Callon","at Cheyney","away","01/04/14","yes",32,2,5,0.4,0,2,0,3,4,0.75,3,1,4,3.8,1,0,0,3,0,0,7,8.6,2014-01-04,"2013-2014"
"EWING-James","at Cheyney","away","01/04/14","no",7,0,0,0,0,0,0,1,2,0.5,0,0,0,3.5,4,0,1,0,0,0,1,5.1,2014-01-04,"2013-2014"
"HOYING-Andy","at Cheyney","away","01/04/14","no",20,4,7,0.571,1,2,0.5,2,3,0.667,3,6,9,4.3,1,0,0,1,0,0,11,4.3,2014-01-04,"2013-2014"
"INGRAM-Terrence","at Cheyney","away","01/04/14","no",4,0,1,0,0,1,0,0,0,0,0,0,0,0.3,0,0,0,1,0,0,0,1.3,2014-01-04,"2013-2014"
"LYTLE-Anthony","at Cheyney","away","01/04/14","yes",26,2,7,0.286,0,0,0,1,2,0.5,2,7,9,4.8,0,0,4,3,0,1,5,8.2,2014-01-04,"2013-2014"
"ONANA-Jean","at Cheyney","away","01/04/14","yes",27,3,8,0.375,1,4,0.25,3,4,0.75,0,2,2,1.8,0,0,2,4,0,0,10,9.8,2014-01-04,"2013-2014"
"OUEGNIN-Jonathan","at Cheyney","away","01/04/14","yes",26,0,1,0,0,0,0,4,6,0.667,3,5,8,5.7,3,0,3,3,0,0,4,11.8,2014-01-04,"2013-2014"
"SAMUELSON-Beau","at Cheyney","away","01/04/14","no",16,2,4,0.5,1,2,0.5,0,0,0,0,0,0,0.6,1,0,3,0,0,0,5,3,2014-01-04,"2013-2014"
"WILLIAMS-Greg","at Cheyney","away","01/04/14","no",17,1,3,0.333,1,3,0.333,0,0,0,0,0,0,2.3,0,0,0,0,0,1,3,5.5,2014-01-04,"2013-2014"
"BEINS-Sean","MILLERSVILLE","home","01/08/14","no",4,2,2,1,0,0,0,0,0,0,0,2,2,2.4,0,0,0,0,0,0,4,3.8,2014-01-08,"2013-2014"
"BILBO-Paul","MILLERSVILLE","home","01/08/14","yes",11,3,4,0.75,0,0,0,0,1,0,1,2,3,3.8,3,0,1,1,1,0,6,5.7,2014-01-08,"2013-2014"
"DAILEY-Callon","MILLERSVILLE","home","01/08/14","yes",30,3,8,0.375,0,2,0,2,2,1,0,1,1,3.6,2,0,2,1,1,0,8,8.5,2014-01-08,"2013-2014"
"EWING-James","MILLERSVILLE","home","01/08/14","no",17,2,6,0.333,0,0,0,0,0,0,3,3,6,3.7,1,0,0,3,0,0,4,5,2014-01-08,"2013-2014"
"HALE-H'ian","MILLERSVILLE","home","01/08/14","no",24,2,4,0.5,0,0,0,0,2,0,1,1,2,1.5,3,0,2,2,0,0,4,4.2,2014-01-08,"2013-2014"
"HOYING-Andy","MILLERSVILLE","home","01/08/14","no",25,4,6,0.667,1,1,1,1,1,1,1,3,4,4.2,2,0,1,1,0,0,10,4.8,2014-01-08,"2013-2014"
"INGRAM-Terrence","MILLERSVILLE","home","01/08/14","no",8,1,2,0.5,1,2,0.5,2,2,1,0,0,0,0.3,0,0,1,0,0,0,5,2.3,2014-01-08,"2013-2014"
"LYTLE-Anthony","MILLERSVILLE","home","01/08/14","yes",17,5,6,0.833,0,0,0,0,1,0,1,2,3,4.6,3,0,0,2,1,0,10,8.4,2014-01-08,"2013-2014"
"ONANA-Jean","MILLERSVILLE","home","01/08/14","yes",8,1,3,0.333,1,3,0.333,0,0,0,0,1,1,1.7,2,0,1,2,0,0,3,9.3,2014-01-08,"2013-2014"
"OUEGNIN-Jonathan","MILLERSVILLE","home","01/08/14","yes",30,2,5,0.4,0,1,0,2,2,1,1,5,6,5.8,1,0,2,2,1,0,6,11.3,2014-01-08,"2013-2014"
"SAMUELSON-Beau","MILLERSVILLE","home","01/08/14","no",8,0,1,0,0,0,0,0,0,0,0,1,1,0.6,3,0,2,1,0,0,0,2.7,2014-01-08,"2013-2014"
"WILLIAMS-Greg","MILLERSVILLE","home","01/08/14","no",18,4,8,0.5,1,3,0.333,0,0,0,1,2,3,2.4,2,0,1,0,0,0,9,5.8,2014-01-08,"2013-2014"
"BEINS-Sean","IUP","home","01/11/14","no",6,0,0,0,0,0,0,2,2,1,1,1,2,2.3,0,0,0,0,0,0,2,3.5,2014-01-11,"2013-2014"
"BILBO-Paul","IUP","home","01/11/14","yes",12,1,3,0.333,0,0,0,0,2,0,0,0,0,3.6,1,0,0,2,0,0,2,5.4,2014-01-11,"2013-2014"
"DAILEY-Callon","IUP","home","01/11/14","yes",33,8,12,0.667,1,4,0.25,3,3,1,2,1,3,3.6,1,0,0,0,0,1,20,9.4,2014-01-11,"2013-2014"
"EWING-James","IUP","home","01/11/14","no",23,3,7,0.429,0,0,0,0,0,0,0,4,4,3.7,3,0,0,0,1,0,6,5.1,2014-01-11,"2013-2014"
"HALE-H'ian","IUP","home","01/11/14","yes",18,0,2,0,0,0,0,0,0,0,0,1,1,1.5,0,0,3,2,0,1,0,3.8,2014-01-11,"2013-2014"
"HOYING-Andy","IUP","home","01/11/14","no",22,0,4,0,0,3,0,0,0,0,0,3,3,4.1,1,0,1,1,0,0,0,4.4,2014-01-11,"2013-2014"
"INGRAM-Terrence","IUP","home","01/11/14","no",3,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,1.8,2014-01-11,"2013-2014"
"LYTLE-Anthony","IUP","home","01/11/14","yes",14,2,6,0.333,0,1,0,0,0,0,1,2,3,4.5,3,0,0,2,0,0,4,8,2014-01-11,"2013-2014"
"ONANA-Jean","IUP","home","01/11/14","no",24,3,9,0.333,0,3,0,3,4,0.75,1,2,3,1.8,2,0,2,1,0,1,9,9.3,2014-01-11,"2013-2014"
"OUEGNIN-Jonathan","IUP","home","01/11/14","yes",30,1,3,0.333,0,2,0,0,0,0,1,2,3,5.5,0,0,2,2,0,1,2,10.6,2014-01-11,"2013-2014"
"SAMUELSON-Beau","IUP","home","01/11/14","no",2,0,0,0,0,0,0,0,0,0,0,2,2,0.8,0,0,0,1,0,0,0,2.5,2014-01-11,"2013-2014"
"WILLIAMS-Greg","IUP","home","01/11/14","no",13,2,6,0.333,1,4,0.25,0,0,0,1,2,3,2.4,1,0,0,0,0,0,5,5.7,2014-01-11,"2013-2014"
"BEINS-Sean","EDINBORO","home","01/15/14","no",8,1,3,0.333,1,1,1,0,0,0,1,0,1,2.1,1,0,0,0,0,0,3,3.4,2014-01-15,"2013-2014"
"BILBO-Paul","EDINBORO","home","01/15/14","yes",16,2,4,0.5,0,0,0,3,5,0.6,1,3,4,3.6,1,0,0,0,1,1,7,5.5,2014-01-15,"2013-2014"
"DAILEY-Callon","EDINBORO","home","01/15/14","yes",36,3,11,0.273,0,3,0,0,0,0,2,4,6,3.7,1,0,2,0,0,1,6,9.1,2014-01-15,"2013-2014"
"EWING-James","EDINBORO","home","01/15/14","no",14,1,3,0.333,0,0,0,0,0,0,1,3,4,3.7,5,1,0,2,0,1,2,4.9,2014-01-15,"2013-2014"
"HALE-H'ian","EDINBORO","home","01/15/14","yes",19,2,3,0.667,0,0,0,1,2,0.5,1,1,2,1.5,3,0,1,1,0,2,5,3.9,2014-01-15,"2013-2014"
"HOYING-Andy","EDINBORO","home","01/15/14","no",23,1,4,0.25,0,2,0,2,2,1,4,5,9,4.5,0,0,1,1,0,1,4,4.4,2014-01-15,"2013-2014"
"LYTLE-Anthony","EDINBORO","home","01/15/14","yes",28,8,14,0.571,0,1,0,1,5,0.2,4,2,6,4.6,1,0,3,2,1,0,17,8.7,2014-01-15,"2013-2014"
"ONANA-Jean","EDINBORO","home","01/15/14","no",28,5,12,0.417,4,10,0.4,1,2,0.5,0,0,0,1.7,4,0,0,1,0,2,15,9.7,2014-01-15,"2013-2014"
"OUEGNIN-Jonathan","EDINBORO","home","01/15/14","yes",31,4,7,0.571,0,3,0,5,7,0.714,3,4,7,5.6,3,0,3,0,0,1,13,10.8,2014-01-15,"2013-2014"
"SAMUELSON-Beau","EDINBORO","home","01/15/14","no",12,0,2,0,0,1,0,0,0,0,0,0,0,0.7,0,0,1,0,0,0,0,2.3,2014-01-15,"2013-2014"
"WILLIAMS-Greg","EDINBORO","home","01/15/14","no",10,2,6,0.333,1,3,0.333,0,0,0,1,2,3,2.5,0,0,0,1,0,0,5,5.7,2014-01-15,"2013-2014"
"BEINS-Sean","at Slippery Rock","away","01/18/14","no",8,2,3,0.667,0,0,0,1,2,0.5,0,0,0,1.9,4,0,0,0,0,0,5,3.6,2014-01-18,"2013-2014"
"BILBO-Paul","at Slippery Rock","away","01/18/14","yes",18,1,4,0.25,0,0,0,0,0,0,0,0,0,3.4,2,0,0,2,3,0,2,5.3,2014-01-18,"2013-2014"
"DAILEY-Callon","at Slippery Rock","away","01/18/14","yes",21,1,5,0.2,0,1,0,0,0,0,0,1,1,3.6,0,0,0,0,0,2,2,8.7,2014-01-18,"2013-2014"
"EWING-James","at Slippery Rock","away","01/18/14","no",20,3,6,0.5,0,0,0,3,4,0.75,3,5,8,4,2,0,0,2,1,0,9,5.1,2014-01-18,"2013-2014"
"HALE-H'ian","at Slippery Rock","away","01/18/14","yes",18,0,2,0,0,0,0,0,0,0,0,2,2,1.6,3,0,2,2,0,1,0,3.6,2014-01-18,"2013-2014"
"HOYING-Andy","at Slippery Rock","away","01/18/14","no",18,0,1,0,0,0,0,0,0,0,0,1,1,4.3,0,0,0,0,0,0,0,4.1,2014-01-18,"2013-2014"
"INGRAM-Terrence","at Slippery Rock","away","01/18/14","no",15,0,2,0,0,2,0,2,2,1,0,2,2,0.5,2,0,1,1,0,0,2,1.8,2014-01-18,"2013-2014"
"LYTLE-Anthony","at Slippery Rock","away","01/18/14","yes",16,4,6,0.667,1,1,1,1,2,0.5,0,1,1,4.4,1,0,0,1,0,1,10,8.8,2014-01-18,"2013-2014"
"ONANA-Jean","at Slippery Rock","away","01/18/14","no",15,3,5,0.6,0,0,0,0,0,0,1,0,1,1.6,2,0,0,1,0,0,6,9.4,2014-01-18,"2013-2014"
"OUEGNIN-Jonathan","at Slippery Rock","away","01/18/14","yes",30,0,4,0,0,2,0,2,2,1,0,3,3,5.5,1,0,0,1,1,1,2,10.2,2014-01-18,"2013-2014"
